
Discard orig. features
Training data:	MSLR-WEB10K/Fold5/restructure_train.txt
Test data:	MSLR-WEB10K/Fold5/restructure_test.txt
Validation data:	MSLR-WEB10K/Fold5/restructure_vali.txt
Feature vector representation: Dense.
Ranking method:	RankNet
Feature description file:	Unspecified. All features will be used.
Train metric:	ERR@10
Test metric:	ERR@10
Highest relevance label (to compute ERR): 4
Feature normalization: No

[+] RankNet's Parameters:
No. of epochs: 100
No. of hidden layers: 1
No. of hidden nodes per layer: 10
Learning rate: 0.01

Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_train.txt]... [Done.]            
(5941 ranked lists, 72261 entries read)
Reading feature file [MSLR-WEB10K/Fold5/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_vali.txt]... [Done.]            
(1984 ranked lists, 24234 entries read)
Reading feature file [MSLR-WEB10K/Fold5/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold5/restructure_test.txt]... [Done.]            
(1983 ranked lists, 23526 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | % mis-ordered  | ERR@10-T  | ERR@10-V  | 
        |   pairs        |           |           | 
--------------------------------------------------
1       | 0.0909         | 0.1341    | 0.1364    | 
2       | 0.1081         | 0.1344    | 0.1357    | 
3       | 0.1861         | 0.1401    | 0.1441    | 
4       | 0.1526         | 0.1334    | 0.1356    | 
5       | 0.1843         | 0.1422    | 0.1484    | 
6       | 0.1406         | 0.1357    | 0.1403    | 
7       | 0.1476         | 0.132     | 0.1342    | 
8       | 0.1281         | 0.1337    | 0.1339    | 
9       | 0.1615         | 0.1324    | 0.1345    | 
10      | 0.1213         | 0.1358    | 0.1391    | 
11      | 0.1301         | 0.131     | 0.1339    | 
12      | 0.1534         | 0.1367    | 0.1406    | 
13      | 0.1589         | 0.1326    | 0.1359    | 
14      | 0.1141         | 0.137     | 0.1403    | 
15      | 0.1327         | 0.1294    | 0.1314    | 
16      | 0.1307         | 0.1398    | 0.1433    | 
17      | 0.1627         | 0.1283    | 0.1298    | 
18      | 0.1818         | 0.1411    | 0.1417    | 
19      | 0.1296         | 0.1405    | 0.1424    | 
20      | 0.1616         | 0.1304    | 0.132     | 
21      | 0.1784         | 0.1371    | 0.142     | 
22      | 0.1763         | 0.1353    | 0.14      | 
23      | 0.1384         | 0.1227    | 0.1241    | 
24      | 0.1407         | 0.1306    | 0.1309    | 
25      | 0.1089         | 0.1303    | 0.1293    | 
26      | 0.04           | 0.1291    | 0.1336    | 
27      | 0.1902         | 0.1243    | 0.1229    | 
28      | 0.1715         | 0.1375    | 0.1428    | 
29      | 0.1286         | 0.1344    | 0.143     | 
30      | 0.0302         | 0.1271    | 0.1304    | 
31      | 0.0037         | 0.1297    | 0.1317    | 
32      | 0.0902         | 0.1346    | 0.1392    | 
33      | 0.0159         | 0.1283    | 0.1306    | 
34      | 0.1491         | 0.134     | 0.1404    | 
35      | 0.0199         | 0.1325    | 0.134     | 
36      | 0.0095         | 0.128     | 0.1306    | 
37      | 0.0047         | 0.1278    | 0.1311    | 
38      | 0.0371         | 0.1273    | 0.1305    | 
39      | 0.0192         | 0.1279    | 0.1307    | 
40      | 0.0919         | 0.134     | 0.1373    | 
41      | 0.0081         | 0.1274    | 0.1316    | 
42      | 0.0042         | 0.1283    | 0.1315    | 
43      | 0.1344         | 0.1333    | 0.1371    | 
44      | 0.1046         | 0.1332    | 0.1371    | 
45      | 0.1105         | 0.1341    | 0.1374    | 
46      | 0.0243         | 0.1341    | 0.1356    | 
47      | 0.0883         | 0.1267    | 0.1286    | 
48      | 0.0173         | 0.1327    | 0.1344    | 
49      | 0.0324         | 0.1327    | 0.135     | 
50      | 0.0326         | 0.128     | 0.1313    | 
51      | 0.0234         | 0.1336    | 0.1357    | 
52      | 0.0352         | 0.1348    | 0.1399    | 
53      | 0.0999         | 0.1334    | 0.1348    | 
54      | 0.0438         | 0.1352    | 0.14      | 
55      | 0.0324         | 0.1353    | 0.1387    | 
56      | 0.035          | 0.1342    | 0.1367    | 
57      | 0.0502         | 0.1349    | 0.1398    | 
58      | 0.0235         | 0.1338    | 0.1362    | 
59      | 0.0257         | 0.1347    | 0.1365    | 
60      | 0.0472         | 0.1347    | 0.137     | 
61      | 0.1007         | 0.1388    | 0.141     | 
62      | 0.097          | 0.1383    | 0.1431    | 
63      | 0.0694         | 0.1379    | 0.1433    | 
64      | 0.0344         | 0.1278    | 0.1298    | 
65      | 0.0398         | 0.1282    | 0.13      | 
66      | 0.0548         | 0.1369    | 0.1401    | 
67      | 0.0112         | 0.1272    | 0.1316    | 
68      | 0.0375         | 0.1272    | 0.1298    | 
69      | 0.0575         | 0.1349    | 0.1396    | 
70      | 0.0654         | 0.1349    | 0.14      | 
71      | 0.0264         | 0.1322    | 0.1351    | 
72      | 0.007          | 0.1271    | 0.1312    | 
73      | 0.0145         | 0.1277    | 0.1307    | 
74      | 0.0696         | 0.1278    | 0.129     | 
75      | 0.0247         | 0.1271    | 0.1304    | 
76      | 0.1024         | 0.1265    | 0.1292    | 
77      | 0.0273         | 0.1273    | 0.1295    | 
78      | 0.003          | 0.1286    | 0.131     | 
79      | 0.0192         | 0.1273    | 0.1306    | 
80      | 0.0235         | 0.1276    | 0.1305    | 
81      | 0.001          | 0.128     | 0.1309    | 
82      | 0.0176         | 0.1334    | 0.1349    | 
83      | 0.1136         | 0.1367    | 0.1411    | 
84      | 0.0031         | 0.1288    | 0.1317    | 
85      | 8.0E-4         | 0.128     | 0.1311    | 
86      | 0.0012         | 0.1279    | 0.1313    | 
87      | 0.0124         | 0.1274    | 0.1304    | 
88      | 0.0287         | 0.1272    | 0.1297    | 
89      | 0.0692         | 0.1359    | 0.1398    | 
90      | 0.0327         | 0.1326    | 0.1371    | 
91      | 0.0655         | 0.1271    | 0.1296    | 
92      | 0.0299         | 0.1272    | 0.1296    | 
93      | 0.097          | 0.1368    | 0.1389    | 
94      | 0.0254         | 0.1337    | 0.1373    | 
95      | 0.064          | 0.1366    | 0.1406    | 
96      | 0.0358         | 0.127     | 0.13      | 
97      | 0.0834         | 0.1266    | 0.1294    | 
98      | 0.0301         | 0.1272    | 0.13      | 
99      | 0.1307         | 0.1282    | 0.1319    | 
100     | 0.0597         | 0.128     | 0.1288    | 
--------------------------------------------------
Finished sucessfully.
ERR@10 on training data: 0.1422
ERR@10 on validation data: 0.1484
---------------------------------
ERR@10 on test data: 0.1402
