
Discard orig. features
Training data:	MSLR-WEB10K/Fold4/restructure_train.txt
Test data:	MSLR-WEB10K/Fold4/restructure_test.txt
Validation data:	MSLR-WEB10K/Fold4/restructure_vali.txt
Feature vector representation: Dense.
Ranking method:	RankNet
Feature description file:	Unspecified. All features will be used.
Train metric:	ERR@10
Test metric:	ERR@10
Highest relevance label (to compute ERR): 4
Feature normalization: No

[+] RankNet's Parameters:
No. of epochs: 100
No. of hidden layers: 1
No. of hidden nodes per layer: 10
Learning rate: 0.01

Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_train.txt]... [Done.]            
(5941 ranked lists, 71877 entries read)
Reading feature file [MSLR-WEB10K/Fold4/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_vali.txt]... [Done.]            
(1983 ranked lists, 23910 entries read)
Reading feature file [MSLR-WEB10K/Fold4/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold4/restructure_test.txt]... [Done.]            
(1984 ranked lists, 24234 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | % mis-ordered  | ERR@10-T  | ERR@10-V  | 
        |   pairs        |           |           | 
--------------------------------------------------
1       | 0.1121         | 0.1369    | 0.1352    | 
2       | 0.0945         | 0.1301    | 0.1271    | 
3       | 0.0086         | 0.1312    | 0.1286    | 
4       | 0.0065         | 0.1314    | 0.1287    | 
5       | 0.0074         | 0.1313    | 0.1286    | 
6       | 0.008          | 0.1313    | 0.1278    | 
7       | 0.0102         | 0.1321    | 0.1278    | 
8       | 0.0078         | 0.1315    | 0.1282    | 
9       | 0.0057         | 0.1313    | 0.1284    | 
10      | 0.0053         | 0.1314    | 0.1283    | 
11      | 0.0043         | 0.1312    | 0.1284    | 
12      | 0.0053         | 0.1313    | 0.1281    | 
13      | 0.0081         | 0.1312    | 0.1287    | 
14      | 0.0053         | 0.1312    | 0.1287    | 
15      | 0.0051         | 0.131     | 0.1288    | 
16      | 0.0045         | 0.1312    | 0.1283    | 
17      | 0.0045         | 0.1311    | 0.1281    | 
18      | 0.0047         | 0.1311    | 0.1288    | 
19      | 0.0043         | 0.131     | 0.1283    | 
20      | 0.0543         | 0.1328    | 0.1324    | 
21      | 0.0043         | 0.1311    | 0.1289    | 
22      | 0.0046         | 0.1311    | 0.1289    | 
23      | 0.0046         | 0.1311    | 0.1289    | 
24      | 0.0047         | 0.131     | 0.1283    | 
25      | 0.0044         | 0.1314    | 0.1285    | 
26      | 0.0044         | 0.1313    | 0.1283    | 
27      | 0.004          | 0.1314    | 0.1283    | 
28      | 0.004          | 0.1314    | 0.1286    | 
29      | 0.0041         | 0.1313    | 0.1286    | 
30      | 0.0043         | 0.1312    | 0.1288    | 
31      | 0.0043         | 0.1312    | 0.1288    | 
32      | 0.0044         | 0.1312    | 0.1287    | 
33      | 0.0045         | 0.1312    | 0.1283    | 
34      | 0.0042         | 0.1313    | 0.1285    | 
35      | 0.0045         | 0.1313    | 0.1285    | 
36      | 0.0045         | 0.1311    | 0.1285    | 
37      | 0.0042         | 0.1313    | 0.1287    | 
38      | 0.0042         | 0.1312    | 0.1287    | 
39      | 0.0041         | 0.1312    | 0.1287    | 
