
Discard orig. features
Training data:	MSLR-WEB10K/Fold1/restructure_train.txt
Test data:	MSLR-WEB10K/Fold1/restructure_test.txt
Validation data:	MSLR-WEB10K/Fold1/restructure_vali.txt
Feature vector representation: Dense.
Ranking method:	RankNet
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No

[+] RankNet's Parameters:
No. of epochs: 100
No. of hidden layers: 1
No. of hidden nodes per layer: 20
Learning rate: 0.03

Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]... [Done.]            
(5946 ranked lists, 72342 entries read)
Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]... [Done.]            
(1983 ranked lists, 23526 entries read)
Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]... [Done.]            
(1980 ranked lists, 24153 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | % mis-ordered  | NDCG@10-T | NDCG@10-V | 
        |   pairs        |           |           | 
--------------------------------------------------
1       | 0.1017         | 0.4937    | 0.501     | 
2       | 0.1288         | 0.4984    | 0.4987    | 
3       | 0.1683         | 0.4927    | 0.4966    | 
4       | 0.1492         | 0.49      | 0.4991    | 
5       | 0.1679         | 0.4944    | 0.5005    | 
6       | 0.175          | 0.4889    | 0.496     | 
7       | 0.1281         | 0.5094    | 0.5067    | 
8       | 0.1668         | 0.5064    | 0.5069    | 
9       | 0.1341         | 0.4995    | 0.5033    | 
10      | 0.1506         | 0.4954    | 0.502     | 
11      | 0.1187         | 0.4923    | 0.5006    | 
12      | 0.0889         | 0.4924    | 0.4988    | 
13      | 0.0096         | 0.4969    | 0.5004    | 
14      | 0.175          | 0.4914    | 0.4927    | 
15      | 0.0124         | 0.4974    | 0.5       | 
16      | 0.1819         | 0.4971    | 0.4967    | 
17      | 0.0395         | 0.4982    | 0.5026    | 
18      | 0.0374         | 0.4966    | 0.5014    | 
19      | 0.0891         | 0.4974    | 0.5041    | 
20      | 0.0648         | 0.4931    | 0.4989    | 
21      | 0.0126         | 0.4952    | 0.5013    | 
22      | 0.0111         | 0.497     | 0.5013    | 
23      | 0.1546         | 0.5049    | 0.5073    | 
24      | 0.1091         | 0.4994    | 0.5014    | 
25      | 0.1082         | 0.4956    | 0.5028    | 
26      | 0.0141         | 0.4954    | 0.5019    | 
27      | 0.1382         | 0.495     | 0.4972    | 
28      | 0.0826         | 0.4955    | 0.4961    | 
29      | 0.0162         | 0.4951    | 0.5016    | 
30      | 0.0524         | 0.4956    | 0.5023    | 
31      | 0.113          | 0.4952    | 0.4999    | 
32      | 0.0423         | 0.4951    | 0.4979    | 
33      | 0.104          | 0.4994    | 0.5042    | 
34      | 0.1063         | 0.495     | 0.4972    | 
35      | 0.0162         | 0.4964    | 0.5004    | 
36      | 0.1037         | 0.492     | 0.4982    | 
37      | 0.1476         | 0.5005    | 0.5009    | 
38      | 0.0809         | 0.497     | 0.5022    | 
39      | 0.0239         | 0.4975    | 0.5017    | 
40      | 0.1145         | 0.5002    | 0.505     | 
41      | 0.0199         | 0.4972    | 0.5016    | 
42      | 0.0174         | 0.4988    | 0.502     | 
43      | 0.1262         | 0.5006    | 0.4982    | 
44      | 0.1263         | 0.4957    | 0.5033    | 
45      | 0.11           | 0.4975    | 0.5023    | 
46      | 0.1476         | 0.5013    | 0.504     | 
47      | 0.0655         | 0.5056    | 0.5031    | 
48      | 0.1034         | 0.4964    | 0.4996    | 
49      | 0.0337         | 0.4974    | 0.5003    | 
50      | 0.1447         | 0.4956    | 0.4982    | 
51      | 0.0873         | 0.4957    | 0.4961    | 
52      | 0.0275         | 0.4946    | 0.5002    | 
53      | 0.0298         | 0.499     | 0.5009    | 
54      | 0.0933         | 0.4977    | 0.4971    | 
55      | 0.0212         | 0.4972    | 0.501     | 
56      | 0.1009         | 0.494     | 0.4992    | 
57      | 0.1287         | 0.4916    | 0.4978    | 
58      | 0.1414         | 0.4956    | 0.5034    | 
59      | 0.0262         | 0.4948    | 0.5017    | 
60      | 0.0196         | 0.4953    | 0.5016    | 
61      | 0.1005         | 0.4964    | 0.5039    | 
62      | 0.0134         | 0.4975    | 0.5017    | 
63      | 0.019          | 0.4983    | 0.5035    | 
64      | 0.0231         | 0.4988    | 0.5031    | 
65      | 0.1323         | 0.4976    | 0.5026    | 
66      | 0.0316         | 0.4948    | 0.5007    | 
67      | 0.0194         | 0.4952    | 0.5019    | 
68      | 0.1179         | 0.4961    | 0.4997    | 
