
Discard orig. features
Training data:	MSLR-WEB10K/Fold1/restructure_train.txt
Test data:	MSLR-WEB10K/Fold1/restructure_test.txt
Validation data:	MSLR-WEB10K/Fold1/restructure_vali.txt
Feature vector representation: Dense.
Ranking method:	RankNet
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No

[+] RankNet's Parameters:
No. of epochs: 100
No. of hidden layers: 1
No. of hidden nodes per layer: 40
Learning rate: 0.01

Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]... [Done.]            
(5946 ranked lists, 72342 entries read)
Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]... [Done.]            
(1983 ranked lists, 23526 entries read)
Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]... [Done.]            
(1980 ranked lists, 24153 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | % mis-ordered  | NDCG@10-T | NDCG@10-V | 
        |   pairs        |           |           | 
--------------------------------------------------
1       | 0.1834         | 0.5006    | 0.499     | 
2       | 0.1443         | 0.5025    | 0.5026    | 
3       | 0.1897         | 0.5048    | 0.5074    | 
4       | 0.2249         | 0.4915    | 0.4913    | 
5       | 0.2014         | 0.5047    | 0.4973    | 
6       | 0.2135         | 0.4975    | 0.4999    | 
7       | 0.2328         | 0.4966    | 0.4928    | 
8       | 0.1605         | 0.4883    | 0.4922    | 
9       | 0.1826         | 0.5037    | 0.5102    | 
10      | 0.2045         | 0.4888    | 0.4962    | 
11      | 0.206          | 0.4868    | 0.4937    | 
12      | 0.1939         | 0.4936    | 0.4952    | 
13      | 0.2123         | 0.4966    | 0.4978    | 
14      | 0.217          | 0.4871    | 0.4922    | 
15      | 0.137          | 0.5003    | 0.5053    | 
16      | 0.1778         | 0.5053    | 0.503     | 
17      | 0.1644         | 0.4929    | 0.4963    | 
18      | 0.1992         | 0.4935    | 0.4919    | 
19      | 0.2025         | 0.4897    | 0.4898    | 
20      | 0.1991         | 0.5049    | 0.5052    | 
21      | 0.1783         | 0.5073    | 0.5088    | 
22      | 0.1662         | 0.49      | 0.4961    | 
23      | 0.1611         | 0.5046    | 0.5048    | 
24      | 0.2067         | 0.5062    | 0.5056    | 
25      | 0.1827         | 0.5049    | 0.5072    | 
26      | 0.1506         | 0.4901    | 0.5       | 
27      | 0.0998         | 0.4945    | 0.4992    | 
28      | 0.1858         | 0.4982    | 0.5021    | 
29      | 0.1207         | 0.4958    | 0.5007    | 
30      | 0.1867         | 0.5093    | 0.5084    | 
31      | 0.2056         | 0.4892    | 0.4913    | 
32      | 0.1367         | 0.4915    | 0.4941    | 
33      | 0.0973         | 0.4978    | 0.5006    | 
34      | 0.1308         | 0.4972    | 0.4996    | 
35      | 0.1847         | 0.4959    | 0.4938    | 
36      | 0.1615         | 0.4978    | 0.5025    | 
37      | 0.1298         | 0.4933    | 0.4942    | 
38      | 0.1527         | 0.4968    | 0.499     | 
