
Discard orig. features
Training data:	MSLR-WEB10K/Fold1/restructure_train.txt
Test data:	MSLR-WEB10K/Fold1/restructure_test.txt
Validation data:	MSLR-WEB10K/Fold1/restructure_vali.txt
Feature vector representation: Dense.
Ranking method:	RankNet
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No

[+] RankNet's Parameters:
No. of epochs: 100
No. of hidden layers: 1
No. of hidden nodes per layer: 50
Learning rate: 0.03

Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_train.txt]... [Done.]            
(5946 ranked lists, 72342 entries read)
Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_vali.txt]... [Done.]            
(1983 ranked lists, 23526 entries read)
Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold1/restructure_test.txt]... [Done.]            
(1980 ranked lists, 24153 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | % mis-ordered  | NDCG@10-T | NDCG@10-V | 
        |   pairs        |           |           | 
--------------------------------------------------
1       | 0.1786         | 0.4985    | 0.5031    | 
2       | 0.1217         | 0.509     | 0.5064    | 
3       | 0.1285         | 0.49      | 0.4948    | 
4       | 0.1871         | 0.4919    | 0.4968    | 
5       | 0.1358         | 0.5086    | 0.5068    | 
6       | 0.2152         | 0.4833    | 0.4894    | 
7       | 0.1925         | 0.4854    | 0.4889    | 
8       | 0.1211         | 0.4941    | 0.4964    | 
9       | 0.1138         | 0.4965    | 0.4986    | 
10      | 0.1587         | 0.4987    | 0.4999    | 
11      | 0.1763         | 0.4935    | 0.4965    | 
12      | 0.0713         | 0.4921    | 0.4991    | 
13      | 0.1623         | 0.4941    | 0.4969    | 
14      | 0.1297         | 0.4913    | 0.4966    | 
15      | 0.1117         | 0.5072    | 0.5077    | 
16      | 0.2189         | 0.4917    | 0.4935    | 
17      | 0.2076         | 0.4927    | 0.4941    | 
18      | 0.0998         | 0.4914    | 0.4961    | 
19      | 0.179          | 0.4952    | 0.4999    | 
20      | 0.1924         | 0.4938    | 0.4946    | 
21      | 0.1775         | 0.4962    | 0.4945    | 
22      | 0.1623         | 0.4934    | 0.4973    | 
23      | 0.1841         | 0.4921    | 0.4956    | 
24      | 0.1121         | 0.4953    | 0.4947    | 
25      | 0.1124         | 0.4976    | 0.5035    | 
26      | 0.1472         | 0.4968    | 0.4972    | 
27      | 0.0291         | 0.496     | 0.4993    | 
28      | 0.1751         | 0.5012    | 0.5026    | 
29      | 0.1008         | 0.5033    | 0.5025    | 
30      | 0.1547         | 0.5022    | 0.4982    | 
31      | 0.1574         | 0.4969    | 0.4929    | 
32      | 0.1528         | 0.49      | 0.4995    | 
33      | 0.0887         | 0.4939    | 0.5       | 
34      | 0.169          | 0.4934    | 0.4973    | 
35      | 0.1762         | 0.4917    | 0.4958    | 
36      | 0.1679         | 0.4955    | 0.4969    | 
37      | 0.0999         | 0.4902    | 0.4993    | 
38      | 0.1354         | 0.4918    | 0.4983    | 
39      | 0.1261         | 0.4939    | 0.4964    | 
40      | 0.1688         | 0.4974    | 0.4966    | 
41      | 0.1976         | 0.4931    | 0.4971    | 
42      | 0.0395         | 0.4946    | 0.4996    | 
43      | 0.1951         | 0.4959    | 0.4977    | 
44      | 0.1635         | 0.5069    | 0.5094    | 
45      | 0.1083         | 0.492     | 0.4978    | 
46      | 0.1846         | 0.503     | 0.5033    | 
47      | 0.1213         | 0.4957    | 0.4996    | 
48      | 0.1885         | 0.5014    | 0.4999    | 
49      | 0.1522         | 0.4926    | 0.4986    | 
50      | 0.1575         | 0.4925    | 0.4999    | 
51      | 0.1008         | 0.4933    | 0.4998    | 
52      | 0.1641         | 0.4934    | 0.4949    | 
53      | 0.1443         | 0.5005    | 0.5074    | 
54      | 0.0058         | 0.4958    | 0.5015    | 
55      | 0.0032         | 0.4957    | 0.5011    | 
56      | 0.003          | 0.4958    | 0.5013    | 
57      | 0.0126         | 0.4948    | 0.5       | 
58      | 0.0034         | 0.4958    | 0.5009    | 
59      | 0.0277         | 0.495     | 0.4995    | 
60      | 0.0298         | 0.4975    | 0.4998    | 
61      | 0.1252         | 0.4909    | 0.4996    | 
62      | 0.1333         | 0.4983    | 0.4987    | 
63      | 0.0813         | 0.4916    | 0.499     | 
64      | 0.1094         | 0.5037    | 0.5078    | 
65      | 0.1027         | 0.4967    | 0.4987    | 
66      | 0.02           | 0.4972    | 0.5009    | 
67      | 0.0908         | 0.4953    | 0.4979    | 
68      | 0.1999         | 0.5047    | 0.5051    | 
69      | 0.0048         | 0.496     | 0.5013    | 
70      | 0.0204         | 0.4946    | 0.5002    | 
71      | 0.0021         | 0.496     | 0.5007    | 
72      | 0.0297         | 0.4945    | 0.4994    | 
73      | 0.0726         | 0.4951    | 0.5001    | 
74      | 0.1055         | 0.4987    | 0.4957    | 
75      | 0.1025         | 0.4974    | 0.502     | 
76      | 0.1631         | 0.4932    | 0.4985    | 
77      | 0.048          | 0.4967    | 0.4976    | 
78      | 0.0532         | 0.4996    | 0.5008    | 
79      | 0.0993         | 0.4942    | 0.4986    | 
80      | 0.1594         | 0.5078    | 0.5058    | 
81      | 0.1295         | 0.5       | 0.501     | 
82      | 0.0243         | 0.4952    | 0.5016    | 
83      | 0.004          | 0.4958    | 0.5018    | 
84      | 0.0031         | 0.4958    | 0.5011    | 
85      | 0.003          | 0.4958    | 0.501     | 
86      | 0.0201         | 0.4961    | 0.5021    | 
87      | 0.0176         | 0.4968    | 0.5027    | 
88      | 0.0903         | 0.4914    | 0.4979    | 
89      | 0.0035         | 0.4957    | 0.5008    | 
90      | 0.0031         | 0.4958    | 0.5011    | 
91      | 0.0027         | 0.4959    | 0.5008    | 
92      | 0.0027         | 0.4959    | 0.501     | 
93      | 0.0027         | 0.4961    | 0.501     | 
94      | 0.0028         | 0.496     | 0.5009    | 
95      | 0.0031         | 0.4958    | 0.501     | 
96      | 0.002          | 0.4959    | 0.5004    | 
97      | 0.0021         | 0.4958    | 0.5004    | 
98      | 0.0023         | 0.496     | 0.5006    | 
99      | 0.0021         | 0.496     | 0.5009    | 
100     | 0.0017         | 0.496     | 0.5007    | 
--------------------------------------------------
Finished sucessfully.
NDCG@10 on training data: 0.5069
NDCG@10 on validation data: 0.5094
---------------------------------
NDCG@10 on test data: 0.4975
