
Discard orig. features
Training data:	MSLR-WEB10K/Fold2/restructure_train.txt
Test data:	MSLR-WEB10K/Fold2/restructure_test.txt
Validation data:	MSLR-WEB10K/Fold2/restructure_vali.txt
Feature vector representation: Dense.
Ranking method:	RankNet
Feature description file:	Unspecified. All features will be used.
Train metric:	ERR@10
Test metric:	ERR@10
Highest relevance label (to compute ERR): 4
Feature normalization: No

[+] RankNet's Parameters:
No. of epochs: 100
No. of hidden layers: 1
No. of hidden nodes per layer: 10
Learning rate: 0.05

Reading feature file [MSLR-WEB10K/Fold2/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold2/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold2/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold2/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold2/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold2/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold2/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold2/restructure_train.txt]: 0... Reading feature file [MSLR-WEB10K/Fold2/restructure_train.txt]... [Done.]            
(5947 ranked lists, 71669 entries read)
Reading feature file [MSLR-WEB10K/Fold2/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold2/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold2/restructure_vali.txt]: 0... Reading feature file [MSLR-WEB10K/Fold2/restructure_vali.txt]... [Done.]            
(1980 ranked lists, 24153 entries read)
Reading feature file [MSLR-WEB10K/Fold2/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold2/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold2/restructure_test.txt]: 0... Reading feature file [MSLR-WEB10K/Fold2/restructure_test.txt]... [Done.]            
(1979 ranked lists, 24199 entries read)
Initializing... [Done]
-----------------------------------------
Training starts...
--------------------------------------------------
#epoch  | % mis-ordered  | ERR@10-T  | ERR@10-V  | 
        |   pairs        |           |           | 
--------------------------------------------------
1       | 0.0012         | 0.1293    | 0.1308    | 
2       | 0.0012         | 0.1293    | 0.131     | 
3       | 0.0016         | 0.1293    | 0.1308    | 
4       | 0.0021         | 0.1295    | 0.1308    | 
5       | 0.0021         | 0.1295    | 0.1307    | 
6       | 0.0037         | 0.1298    | 0.1306    | 
7       | 0.0306         | 0.1369    | 0.1383    | 
8       | 0.0048         | 0.1297    | 0.1308    | 
9       | 0.0015         | 0.1293    | 0.1307    | 
10      | 0.0015         | 0.1293    | 0.1309    | 
11      | 0.0019         | 0.1294    | 0.1309    | 
12      | 0.0023         | 0.1296    | 0.1308    | 
13      | 0.0024         | 0.1296    | 0.1308    | 
14      | 0.0024         | 0.1296    | 0.1308    | 
15      | 0.0019         | 0.1294    | 0.1307    | 
16      | 0.0018         | 0.1294    | 0.1308    | 
17      | 0.0019         | 0.1293    | 0.1307    | 
18      | 0.0018         | 0.1293    | 0.1307    | 
19      | 0.0014         | 0.1293    | 0.1311    | 
20      | 0.0016         | 0.1294    | 0.1309    | 
21      | 0.0016         | 0.1294    | 0.1309    | 
22      | 0.0016         | 0.1295    | 0.1309    | 
23      | 0.0019         | 0.1295    | 0.1307    | 
24      | 0.002          | 0.1296    | 0.1309    | 
25      | 0.0023         | 0.1295    | 0.1307    | 
26      | 0.0025         | 0.1294    | 0.1307    | 
27      | 0.0233         | 0.1346    | 0.1358    | 
28      | 0.0021         | 0.1294    | 0.1308    | 
29      | 0.0019         | 0.1294    | 0.1307    | 
30      | 0.0031         | 0.1295    | 0.1307    | 
31      | 0.0022         | 0.1295    | 0.1308    | 
32      | 0.0018         | 0.1293    | 0.1307    | 
33      | 0.0017         | 0.1293    | 0.1308    | 
34      | 0.0017         | 0.1293    | 0.1308    | 
35      | 0.0016         | 0.1293    | 0.1307    | 
36      | 0.0014         | 0.1293    | 0.1307    | 
37      | 0.0017         | 0.1293    | 0.1308    | 
38      | 0.0019         | 0.1293    | 0.1308    | 
39      | 0.0019         | 0.1294    | 0.1307    | 
